0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 
470,   0.0938158 -0.00144812  0.00636212,   0.0941541 -0.00131714  0.00607224,   0.0899893 -0.00133757  0.00575361,   0.0855051 -0.00139766  0.00537096,   0.0809753 -0.00145942  0.00503115,   0.0763997 -0.00152241  0.00473784,    0.071778 -0.00158646  0.00449467,   0.0671107 -0.00165146  0.00430547,   0.0623985 -0.00171739  0.00417444,   0.0576421 -0.00178414  0.00410565,   0.0528424 -0.00185161  0.00410318,   0.0480007 -0.00191969  0.00417118,   0.0431182 -0.00198831  0.00431389,   0.0381964 -0.00205736  0.00453556,   0.0332368 -0.00212675  0.00484043,  0.0282413 -0.0021964 0.00523272,   0.0232117 -0.00226618  0.00571662,  0.0181502  -0.002336 0.00629628,   0.0130591 -0.00240574  0.00697575,  0.00794079 -0.00247527  0.00775903, 0.0754539 0.0011485 0.0140715, 
475,   0.0926623 -0.00138557  0.00861437,   0.0930139 -0.00125329  0.00832073,   0.0887977 -0.00126964  0.00802661,   0.0842485 -0.00132989  0.00766747,    0.079653 -0.00139202   0.0073545,   0.0750107 -0.00145542  0.00709145,   0.0703214 -0.00151987  0.00688201,   0.0655856 -0.00158529  0.00673013,    0.060804 -0.00165164  0.00664011,  0.0559774 -0.0017188 0.00661611,    0.051107 -0.00178665  0.00666228,   0.0461941 -0.00185511   0.0067829,     0.04124 -0.00192408  0.00698232,   0.0362463 -0.00199348  0.00726486,   0.0312146 -0.00206321  0.00763487,   0.0261469 -0.00213316  0.00809665,   0.0210452 -0.00220323  0.00865447,  0.0159117 -0.0022733 0.00931254,   0.0107488 -0.00234326    0.010075,  0.00555916 -0.00241298   0.0109459,  0.0763281 0.00117292  0.0172051, 
480,   0.0914688 -0.00132134   0.0109151,   0.0918337 -0.00118778   0.0106176,   0.0875663 -0.00119971   0.0103511,   0.0829512 -0.00126009    0.010018,    0.078289 -0.00132259  0.00973465,   0.0735789 -0.00138639  0.00950475,   0.0688208 -0.00145124  0.00933203,   0.0640153 -0.00151706  0.00922058,   0.0591631 -0.00158378  0.00917478,   0.0542653 -0.00165129  0.00919887,    0.049323 -0.00171948  0.00929713,   0.0443378 -0.00178826  0.00947397,   0.0393111 -0.00185754   0.0097338,   0.0342444 -0.00192723   0.0100811,   0.0291397 -0.00199722   0.0105202,  0.0239989 -0.0020674  0.0110556,   0.0188241 -0.00213768   0.0116916,   0.0136177 -0.00220792   0.0124325,  0.00838228 -0.00227801   0.0132825,  0.00312056 -0.00234782   0.0142457,  0.0772039 0.00119938  0.0204324, 
485,   0.0902325 -0.00125551   0.0132658,   0.0906111 -0.00112071   0.0129644,   0.0862926 -0.00112787   0.0127287,   0.0816106 -0.00118836   0.0124245,   0.0768807 -0.00125124   0.0121736,   0.0721018 -0.00131543   0.0119798,   0.0672737 -0.00138065   0.0118469,   0.0623972 -0.00144683   0.0117791,   0.0574733 -0.00151388   0.0117809,   0.0525031 -0.00158169   0.0118565,    0.047488 -0.00165017   0.0120105,   0.0424294 -0.00171922   0.0122473,    0.037329 -0.00178874   0.0125714,   0.0321885 -0.00185864   0.0129874,   0.0270098 -0.00192882   0.0134998,   0.0217949 -0.00199916   0.0141131,   0.0165463 -0.00206956   0.0148318,   0.0112662 -0.00213988   0.0156601, 0.00595755   -0.00221  0.0166023, 0.000623052 -0.00227978   0.0176627,  0.0780812 0.00122798  0.0237562, 
490,   0.0889509 -0.00118816    0.015668,   0.0893434 -0.00105212   0.0153627,    0.084974 -0.00105418   0.0151611,   0.0802244 -0.00111479   0.0148887,   0.0754257 -0.00117805   0.0146733,  0.0705766 -0.0012426  0.0145188,   0.0656772 -0.00130816    0.014429,   0.0607287 -0.00137464   0.0144081,   0.0557319 -0.00144196   0.0144609,   0.0506883 -0.00151003   0.0145917,   0.0455992 -0.00157873   0.0148051,   0.0404664 -0.00164798   0.0151057,   0.0352914 -0.00171768   0.0154981,   0.0300761 -0.00178773   0.0159871,   0.0248225 -0.00185802   0.0165771,   0.0195328 -0.00192844   0.0172728,   0.0142095 -0.00199886   0.0180787,   0.0088551 -0.00206916   0.0189992, 0.00347248 -0.0021392  0.0200386, -0.00193536 -0.00220883   0.0212013,  0.0789598 0.00125881  0.0271795, 
495,   0.0876213 -0.00111933   0.0181234,     0.088028 -0.000982059     0.017814,    0.0836081 -0.000978687    0.0176501,   0.0787898 -0.00103942   0.0174125,   0.0739211 -0.00110308   0.0172359,   0.0690005 -0.00116794   0.0171239,   0.0640287 -0.00123378   0.0170804,   0.0590069 -0.00130051     0.01711,   0.0539363 -0.00136805   0.0172174,  0.0488182 -0.0014363  0.0174071,   0.0436543 -0.00150517   0.0176838,   0.0384462 -0.00157456   0.0180523,   0.0331957 -0.00164436   0.0185173,   0.0279047 -0.00171448   0.0190835,  0.0225754 -0.0017848  0.0197556,   0.0172102 -0.00185519   0.0205384,   0.0118115 -0.00192554   0.0214363,  0.00638215 -0.00199571    0.022454, 0.000925039 -0.00206554   0.0235958, -0.00455665  -0.0021349    0.024866,  0.0798395 0.00129203  0.0307054, 
500,   0.0862407 -0.00104902   0.0206335,    0.0866619 -0.000910515      0.02032,    0.0821921 -0.000901421    0.0201976,    0.0773041 -0.000962315    0.0199981,   0.0723639 -0.00102632   0.0198635,   0.0673706 -0.00109143   0.0197972,   0.0623253 -0.00115748   0.0198036,  0.0572292 -0.0012244  0.0198872,  0.0520836 -0.0012921   0.020053,   0.0468902 -0.00136048   0.0203055,   0.0416505 -0.00142945   0.0206497,  0.0363662 -0.0014989  0.0210903,   0.0310393 -0.00156873   0.0216322,   0.0256719 -0.00163883   0.0222802,   0.0202662 -0.00170908   0.0230391,   0.0148247 -0.00177936   0.0239138,   0.0093501 -0.00184953   0.0249088,   0.0038452 -0.00191944   0.0260287, -0.00168687 -0.00198894   0.0272782,  -0.0072428 -0.00205787   0.0286615,  0.0807201 0.00132775  0.0343371, 
505,    0.0848064 -0.000977266    0.0232001,    0.0852424 -0.000837506    0.0228825,    0.0807232 -0.000822426    0.0228056,     0.075764 -0.000883467    0.0226476,     0.070751 -0.000947735    0.0225582,   0.0656838 -0.00101303   0.0225412,   0.0605639 -0.00107923    0.022601,   0.0553925 -0.00114628   0.0227424,   0.0501712 -0.00121407   0.0229705,   0.0449014 -0.00128252   0.0232899,   0.0395851 -0.00135151   0.0237057,   0.0342239 -0.00142095   0.0242229,   0.0288199 -0.00149073   0.0248462,   0.0233753 -0.00156072   0.0255808,   0.0178925 -0.00163081   0.0264314,   0.0123741 -0.00170085    0.027403,    0.006823 -0.00177072   0.0285003,   0.0012421 -0.00184025    0.029728,  -0.0043653 -0.00190927   0.0310907, -0.00999573 -0.00197763   0.0325928,  0.0816014 0.00136611  0.0380781, 
510,    0.0833155 -0.000904095    0.0258251,    0.0837666 -0.000763058    0.0255033,    0.0791983 -0.000741733    0.0254762,    0.0741663 -0.000802835    0.0253629,    0.0690792 -0.000867279    0.0253223,    0.0639372 -0.000932689     0.025358,    0.0587417 -0.000998988    0.0254751,  0.0534941 -0.0010661  0.0256783,   0.0481961 -0.00113392   0.0259727,   0.0428492 -0.00120235   0.0263634,   0.0374554 -0.00127129   0.0268553,   0.0320164 -0.00134064   0.0274535,   0.0265346 -0.00141027   0.0281631,   0.0210122 -0.00148006   0.0289891,   0.0154518 -0.00154987   0.0299365,  0.00985605 -0.00161957   0.0310103,  0.00422798 -0.00168901   0.0322153, -0.00142925 -0.00175801   0.0335563, -0.00711223 -0.00182641    0.035038,  -0.0128173 -0.00189401    0.036665,  0.0824825 0.00140724  0.0419324, 
515,    0.0817647 -0.000829557    0.0285104,    0.0822313 -0.000687212    0.0281844,    0.0776137 -0.000659314    0.0282113,    0.0725075 -0.000720347    0.0281463,    0.0673452 -0.000784887    0.0281579,   0.0621274 -0.00085035   0.0282503,    0.0568555 -0.000916677    0.0284285,    0.0515309 -0.000983783    0.0286976,   0.0461553 -0.00105156   0.0290628,   0.0407305 -0.00111991    0.029529,   0.0352585 -0.00118872   0.0301017,   0.0297412 -0.00125788   0.0307858,    0.024181 -0.00132726   0.0315865,   0.0185802 -0.00139674   0.0325091,   0.0129417 -0.00146617   0.0335586,  0.00726814 -0.00153539     0.03474,  0.00156282 -0.00160425   0.0360584, -0.00417097 -0.00167257   0.0375186, -0.00992965 -0.00174017   0.0391253,  -0.0157094 -0.00180684   0.0408833,  0.0833625 0.00145132  0.0459047, 
520,    0.0801502 -0.000753662    0.0312581,    0.0806325 -0.000609976    0.0309278,    0.0759656 -0.000575072    0.0310132,     0.070784 -0.000635916    0.0309999,    0.0655456 -0.000700478    0.0310675,    0.0602512 -0.000765933    0.0312204,     0.054902 -0.000832224    0.0314639,    0.0494995 -0.000899257    0.0318032,    0.0440457 -0.000966918    0.0322436,  0.0385423 -0.0010351  0.0327902,   0.0329915 -0.00110368   0.0334483,   0.0273953 -0.00117256   0.0342232,   0.0217562 -0.00124159   0.0351203,   0.0160766 -0.00131063   0.0361448,   0.0103595 -0.00137954   0.0373019,  0.00460795 -0.00144815   0.0385967, -0.00117481 -0.00151629   0.0400343, -0.00698525 -0.00158376   0.0416197,  -0.0128196 -0.00165037   0.0433578, -0.0186739 -0.0017159  0.0452533,  0.0842413 0.00149861  0.0499988, 
525,    0.0784675 -0.000676266    0.0340702,     0.078966 -0.000531203    0.0337355,    0.0742499 -0.000488846    0.0338837,    0.0689919 -0.000549398    0.0339259,    0.0636767 -0.000613917    0.0340535,    0.0583048 -0.000679301    0.0342711,    0.0528776 -0.000745488    0.0345842,    0.0473966 -0.000812373    0.0349983,    0.0418638 -0.000879831    0.0355184,   0.0362814 -0.00094775   0.0361501,   0.0306512 -0.00101601   0.0368988,  0.0249757 -0.0010845  0.0377698,   0.0192573 -0.00115306   0.0387685,   0.0134986 -0.00122155   0.0399005, 0.00770273 -0.0012898  0.0411709,  0.00187292 -0.00135764    0.042585, -0.00398736 -0.00142488   0.0441481, -0.00987439 -0.00149132   0.0458651,  -0.0157842 -0.00155674    0.047741,  -0.0217127 -0.00162091   0.0497808,  0.0851189 0.00154932  0.0542187, 
530,    0.0767124 -0.000597122    0.0369486,    0.0772275 -0.000450646    0.0366094,    0.072463 -0.00040042   0.0368251,    0.0671279 -0.000460588    0.0369267,     0.061735 -0.000525001    0.0371184,    0.056285 -0.00059025   0.0374051,    0.050779 -0.00065626   0.0377924,    0.0452188 -0.000722911    0.0382858,    0.0396067 -0.000790076    0.0388907,    0.0339446 -0.000857638    0.0396125,    0.0282348 -0.000925476    0.0404569,    0.0224795 -0.000993452    0.0414294,   0.0166815 -0.00106142   0.0425354,   0.0108435 -0.00112921   0.0437806,  0.00496877 -0.00119666   0.0451704, -0.000939311  -0.00126357      0.04671,   -0.006877 -0.00132973   0.0484049,  -0.0128404 -0.00139493   0.0502601,  -0.0188254 -0.00145894   0.0522808, -0.0248276 -0.0015215  0.0544719,  0.0859954 0.00160378  0.0585682, 
535,    0.0748815 -0.000516015    0.0398955,    0.0754135 -0.000368089    0.0395518,    0.0706016 -0.000309602    0.0398398,    0.0651886 -0.000369302    0.0400048,    0.0597174 -0.000433544     0.040265,    0.0541885 -0.000498591    0.0406253,    0.0486032 -0.000564338    0.0410916,    0.0429635 -0.000630665    0.0416692,    0.0372715 -0.000697441    0.0423639,    0.0315295 -0.000764545    0.0431811,    0.0257396 -0.000831844    0.0441267,    0.0199044 -0.000899192    0.0452062,    0.0140266 -0.000966428    0.0464254,  0.00810922 -0.00103338   0.0477899,  0.00215562 -0.00109985   0.0493052, -0.00383059 -0.00116564   0.0509768, -0.00984545 -0.00123053   0.0528101,  -0.0158848 -0.00129428   0.0548104,  -0.0219444 -0.00135664    0.056983,  -0.0280195 -0.00141733   0.0593328,   0.086871 0.00166225  0.0630514, 
540,    0.0729713 -0.000432766     0.042913,    0.0735206 -0.000283354    0.0425645,    0.0686625 -0.000216227      0.04293,    0.0631709 -0.000275376    0.0431629,    0.0576208 -0.000339384    0.0434961,    0.0520126 -0.000404141    0.0439348,    0.0463476 -0.000469538    0.0444849,    0.0406279 -0.000535448    0.0451519,    0.0348558 -0.000601735    0.0459416,   0.0290335 -0.00066827   0.0468597,   0.0231634 -0.00073491   0.0479122,     0.017248 -0.000801497    0.0491047,    0.0112904 -0.000867857    0.0504431, 0.00529368 -0.0009338  0.0519331, -0.000738602 -0.000999123    0.0535805, -0.00680264  -0.0010636   0.0553907, -0.0128942  -0.001127  0.0573695,   -0.019009 -0.00118906   0.0595221, -0.0251424 -0.0012495  0.0618539,  -0.0312896 -0.00130803   0.0643701,   0.087746 0.00172503  0.0676725, 
545,   0.0709784 -0.00034721   0.0460031,    0.0715453 -0.000196273      0.04565,    0.0666423 -0.000120138    0.0460983,    0.0610716 -0.000178652    0.0464037,    0.0554422 -0.000242341    0.0468147,    0.0497543 -0.000306722    0.0473367,    0.0440093 -0.000371677    0.0479757,    0.0382094 -0.000437071    0.0487373,    0.0323569 -0.000502764    0.0496276,    0.0264542 -0.000568613    0.0506524,    0.0205037 -0.000634465    0.0518176,    0.0145081 -0.000700148    0.0531292,   0.00847072 -0.000765472    0.0545932,   0.00239486 -0.000830233    0.0562153,  -0.00371577 -0.000894211    0.0580014,  -0.00985715 -0.000957166    0.0599574,  -0.0160249 -0.00101884   0.0620887,  -0.0222143 -0.00107894   0.0644011,  -0.0284205 -0.00113718   0.0668999,  -0.0346385 -0.00119323   0.0695906,  0.0886209 0.00179243  0.0724356, 
550,    0.0688993 -0.000259188    0.0491684,   0.0694843 -0.00010669   0.0488105,    0.0645378 -2.11808e-05    0.0493473,    0.0588876 -7.89548e-05    0.0497299,    0.0531786 -0.000142237    0.0502237,    0.0474107 -0.000206156    0.0508341,    0.0415855 -0.000270573    0.0515673,    0.0357052 -0.000335348    0.0524292,    0.0297722 -0.000400332    0.0534258,   0.0237889 -0.00046537   0.0545631,    0.0177579 -0.000530294    0.0558473,    0.0116823 -0.000594917    0.0572844,   0.00556535 -0.000659033    0.0588805, -0.000589313 -0.000722421    0.0606415,  -0.00677778 -0.000784843    0.0625735,   -0.0129958 -0.000846037    0.0646824,   -0.0192388 -0.000905722     0.066974,   -0.0255018 -0.000963591    0.0694539,  -0.0317796 -0.00101932   0.0721278,   -0.038067 -0.00107254   0.0750013,  0.0894959 0.00186479  0.0773451, 
555,    0.0667303 -0.000168545     0.052411,    0.0673338 -1.44464e-05    0.0520483,   0.0623455 8.08194e-05   0.0526796,   0.0566156 2.38961e-05   0.0531443,    0.0508268 -3.88953e-05     0.053726,    0.0449789 -0.000102259    0.0544303,   0.0390733 -0.00016604   0.0552634,    0.0331124 -0.000230086    0.0562313,    0.0270988 -0.000294239    0.0573402,   0.0210349 -0.00035833   0.0585963,    0.0149236 -0.000422174    0.0600058,   0.00876811 -0.000485567     0.061575,   0.00257199 -0.000548288    0.0633101,  -0.00366093 -0.000610095    0.0652172, -0.00992652 -0.00067073   0.0673024,   -0.0162203 -0.000729909    0.0695718,   -0.0225375 -0.000787327    0.0720314,   -0.0288728 -0.000842648     0.074687,   -0.0352207 -0.000895517    0.0775445,   -0.0415756 -0.000945546    0.0806095,  0.0903716 0.00194248  0.0824057, 
560,     0.064468 -7.51017e-05    0.0557334,   0.0650903 8.06335e-05   0.0553659,   0.0600622 0.000186045   0.0560978,   0.0542524 0.000130081   0.0566498,   0.0483838 6.78671e-05   0.0573249,   0.0424556 5.15294e-06   0.0581286,    0.0364695 -5.78851e-05    0.0590674,    0.0304281 -0.000121085    0.0601473,    0.0243338 -0.000184275    0.0613748,    0.0181894 -0.000247271    0.0627561,    0.011998 -0.00030987   0.0642978,  0.00576309 -0.00037185    0.066006, -0.000511643  -0.00043297    0.0678872,   -0.0068221 -0.000492969    0.0699477,   -0.0131639 -0.000551565    0.0721938,   -0.0195323 -0.000608451    0.0746317,   -0.0259223 -0.000663294    0.0772675,   -0.0323283 -0.000715729    0.0801074,   -0.0387445 -0.000765367    0.0831572,    -0.045165 -0.000811785    0.0864229,  0.091249  0.002026 0.0876213, 
565,   0.0621087 2.13319e-05    0.059138,  0.0627502 0.00017874  0.0587656,   0.0576844 0.000294679   0.0596047,   0.0517948 0.000239784   0.0602494,   0.0458462 0.000178238   0.0610235,   0.0398377 0.000116275   0.0619325,   0.0337711 5.40919e-05    0.062983,     0.027649 -8.13445e-06    0.0641813,    0.0214742 -7.02185e-05    0.0655338,    0.0152496 -0.000131958    0.0670472,   0.00897855 -0.000193132    0.0687279,   0.00266472 -0.000253497    0.0705824,  -0.00368787 -0.000312794    0.0726172,   -0.0100749 -0.000370736    0.0748389,   -0.0164918 -0.000427019    0.0772538,   -0.0229335 -0.000481307    0.0798684,   -0.0293947 -0.000533239    0.0826891,   -0.0358695 -0.000582418     0.085722,   -0.0423518 -0.000628416    0.0889733,   -0.0488353 -0.000670773    0.0924493,  0.0921297 0.00211571  0.0929958, 
570,   0.0596489 0.000120937   0.0626272,  0.0603099 0.00028005  0.0622499,   0.0552086 0.000406901   0.0632028,  0.0492391 0.00035319  0.0639459,   0.0432105 0.000292406   0.0648249, 0.0371216 0.0002313 0.0658454,   0.0309745 0.000170095    0.067014,    0.024772 0.000108981   0.0683372,   0.0185169 4.81598e-05   0.0698217,    0.0122125 -1.21471e-05     0.071474,   0.00586236 -7.16982e-05     0.073301, -0.000529593  -0.00013023    0.0753093,  -0.00695908 -0.000187458    0.0775055,   -0.0134215 -0.000243073    0.0798964,    -0.019912 -0.000296742    0.0824885, -0.0264253 -0.0003481  0.0852885,   -0.0329557 -0.000396754    0.0883029,   -0.0394972 -0.000442271    0.0915382,   -0.0460431 -0.000484183    0.0950007,   -0.0525868 -0.000521987     0.098697,  0.0930144 0.00221207  0.0985338, 
575,    0.057085 0.000223892   0.0662035,   0.0577657 0.000384742   0.0658213,    0.052631 0.000522889   0.0668951,   0.0465815 0.000470483   0.0677425,    0.040473 0.000410561   0.0687326,  0.0343037 0.00035043  0.0698709,   0.0280762 0.000290336   0.0711642,   0.0217935 0.000230485   0.0726192,   0.0154586 0.000171098   0.0742426,    0.009075 0.000112416   0.0760414,  0.00264654 5.47043e-05   0.0780223,  -0.00382254 -1.75251e-06    0.0801922,   -0.0103277 -5.66449e-05    0.0825579,   -0.0168641 -0.000109637    0.0851264,   -0.0234264 -0.000160363    0.0879043,   -0.0300093 -0.000208429    0.0908987,   -0.0366068 -0.000253403    0.0941162,   -0.0432123 -0.000294815    0.0975636,   -0.0498189 -0.000332152     0.101247,   -0.0564195 -0.000364864     0.105174, 0.0939042 0.0023156  0.104241, 
580,   0.0544129 0.000330373   0.0698693,   0.0551136 0.000492989   0.0694823,   0.0499476 0.000642822   0.0706843,   0.0438181 0.000591849   0.0716423,   0.0376295 0.000532899   0.0727499,   0.0313801 0.000473871   0.0740127,   0.0250725 0.000415034   0.0754376,     0.01871 0.000356613   0.0770315,   0.0122959 0.000298849   0.0788013,  0.00583385 0.000242005   0.0807541, -0.000671878  0.000186367    0.0828968, -0.00721681 0.000132248   0.0852365,  -0.0137961 7.99845e-05   0.0877802,  -0.0204047 2.99411e-05    0.090535,    -0.027037 -1.74842e-05     0.093508,   -0.0336871 -6.18596e-05    0.0967061,   -0.0403489 -0.000102715     0.100137,   -0.0470154 -0.000139537     0.103806,   -0.0536794 -0.000171766     0.107722,   -0.0603331 -0.000198799     0.111891,  0.0948003 0.00242673   0.110121, 
585,   0.0516281 0.000440582   0.0736271,    0.052349 0.000604997   0.0732353,   0.0471538 0.000766923   0.0745732,   0.0409442 0.000717524   0.0756482,   0.0346759 0.000659667     0.07688,   0.0283465 0.000601883   0.0782744,   0.0219594 0.000544464   0.0798381,   0.0155178 0.000487657   0.0815784,   0.0090253 0.000431721   0.0835023,  0.00248601 0.000376944    0.085617, -0.00409564  0.00032364   0.0879298,  -0.0107148 0.000272146   0.0904478,  -0.0173665 0.000222828   0.0931783,  -0.0240451 0.000176086   0.0961287,  -0.0307448 0.000132352   0.0993061,  -0.0374595 9.20993e-05    0.102718,  -0.0441825 5.58398e-05    0.106371,  -0.0509066 2.41349e-05    0.110274,   -0.0576239 -2.40436e-06     0.114433,   -0.0643264 -2.31166e-05     0.118855, 0.0957043  0.002546  0.116181, 
590,   0.0487263 0.000554716   0.0774794,   0.0494675 0.000720959   0.0770828,   0.0442452 0.000895402   0.0785647,   0.0379558 0.000847737   0.0797634,    0.031608 0.000791107   0.0811265,   0.0251993 0.000734725   0.0826595,   0.0187333 0.000678904   0.0843696,   0.0122136 0.000623911    0.086264, 0.00564396 0.00057003    0.08835, -0.000971173  0.000517576     0.090635, -0.00762704 0.000466887   0.0931264,  -0.0143186 0.000418332   0.0958317,  -0.0210403 0.000372309   0.0987583,  -0.0277864 0.000329254    0.101914, -0.0345508 0.00028964   0.105305,  -0.0413267 0.000253982    0.108941,  -0.0481074 0.000222841    0.112829,  -0.0548851 0.000196829    0.116975,  -0.0616514 0.000176616    0.121388,  -0.0683978 0.000162923    0.126076,   0.096617 0.00267413   0.122426, 
595,  0.0457041 0.00067292  0.0814292,   0.0464657 0.000841003    0.081028, 0.0412183 0.0010284 0.0826621,   0.0348492 0.000982644   0.0839915,   0.0284225 0.000927393   0.0854932,   0.0219352 0.000872586   0.0871725,   0.0153913 0.000818561   0.0890367,  0.00879459 0.000765606   0.0910933,  0.00214925 0.000714033   0.0933497, -0.00454004 0.000664181   0.0958137,  -0.0112682 0.000616421   0.0984927,  -0.0180298 0.000571152    0.101394,  -0.0248191 0.000528811    0.104527,  -0.0316299 0.000489871    0.107897,  -0.0384556 0.000454849    0.111514,  -0.0452894 0.000424308    0.115384,  -0.0521237 0.000398862    0.119516, -0.0589505 0.00037918   0.123919,  -0.0657609 0.000365992    0.128599, -0.0725456 0.00036009   0.133565, 0.0975392 0.0028117  0.128862, 
600,   0.0425572 0.000795366   0.0854796,   0.0433392 0.000965298   0.0850738,  0.0380684 0.00116611  0.0868688,    0.03162 0.00112245  0.0883363,  0.0251151 0.00106875  0.0899842,  0.0185502 0.00101571  0.0918176,   0.0119295 0.000963694   0.0938441,  0.00525733 0.000913022   0.0960713, -0.00146198  0.00086403   0.0985069, -0.00822339 0.000817089    0.101159,  -0.0150215 0.000772599    0.104035,  -0.0218505 0.000730997    0.107142,  -0.0287044 0.000692758     0.11049,  -0.0355766 0.000658399    0.114086,  -0.0424601 0.000628486    0.117938,  -0.0493475 0.000603633    0.122055,  -0.0562309 0.000584512    0.126444,  -0.0631018 0.000571853    0.131114,  -0.0699506 0.000566455    0.136074,  -0.0767675 0.000569185    0.141331,  0.0984724 0.00295963   0.135496, 
605,   0.0392809 0.000922255   0.0896334,  0.0400832 0.00109404   0.089223,  0.0347908 0.00130875  0.0911882,  0.0282636 0.00126741  0.0928014,  0.0216814 0.00121543  0.0946034,  0.0150401 0.00116437  0.0965991, 0.00834426  0.0011146  0.0987963, 0.00159832 0.00106648   0.101203, -0.00519288  0.00102037    0.103827,  -0.012024 0.00097667   0.106676,  -0.0188894 0.000935822    0.109758, -0.0257828  0.0008983   0.113083,  -0.0326979 0.000864621    0.116657,  -0.0396277 0.000835352    0.120489, -0.0465648 0.00081111   0.124588,  -0.0535012 0.000792567    0.128962,  -0.0604285 0.000780456     0.13362,  -0.0673377 0.000775577    0.138572,  -0.0742185 0.000778802    0.143824,  -0.0810606 0.000791078    0.149387,  0.0994178 0.00311877   0.142335, 
610, 0.0358711 0.0010538 0.0938937,  0.0366933 0.00122746  0.0934789,   0.031381 0.00145657  0.0956236,  0.0247757 0.00141779  0.0973905,  0.0181174 0.00136772  0.0993548,  0.0114012 0.00131886   0.101521, 0.00463195 0.00127161   0.103898, -0.00218559  0.00122632    0.106493, -0.00904625  0.00118342    0.109315, -0.0159443 0.00114333   0.112371, -0.0228738 0.00110653   0.115671, -0.0298282 0.00107353   0.119222, -0.0368006 0.00104492   0.123033, -0.0437838 0.00102129   0.127113, -0.0507696 0.00100333   0.131471,  -0.0577498 0.000991778    0.136115,  -0.0647152 0.000987425    0.141056, -0.0716562 0.00099115   0.146301, -0.0785621 0.00100391   0.151861, -0.0854214 0.00102673   0.157745,   0.100377 0.00328987   0.149388, 
615,  0.0323235 0.00119022  0.0982634,  0.0331652 0.00136575  0.0978445,  0.0278346 0.00160982   0.100179,  0.0211522 0.00157384   0.102107,  0.0144192 0.00152592   0.104243, 0.00762999 0.00147951   0.106589, 0.000789466  0.00143504    0.109155, -0.00609721  0.00139292    0.111948, -0.0130245 0.00135357   0.114977, -0.0199863 0.00131749   0.118251, -0.0269764 0.00128518   0.121778, -0.0339878 0.00125721   0.125567, -0.0410132  0.0012342   0.129626, -0.0480448 0.00121682   0.133966, -0.0550741 0.00120582   0.138595, -0.0620921 0.00120199   0.143523,  -0.069089 0.00120621   0.148759, -0.0760547 0.00121944   0.154313, -0.0829776 0.00124272   0.160196, -0.0898453 0.00127717   0.166416,   0.101352 0.00347388   0.156661, 
620,  0.0286345 0.00133173   0.102746,   0.029495 0.00150912   0.102323,  0.0241474 0.00176873   0.104857,  0.0173892 0.00173586   0.106956,  0.0105834 0.00169031   0.109272, 0.00372329 0.00164663   0.111807, -0.00318598  0.00160526    0.114571, -0.0101389 0.00156664   0.117573, -0.0171296 0.00153124    0.12082, -0.0241516  0.0014996   0.124321, -0.0311982 0.00147226   0.128087, -0.0382621 0.00144985   0.132125, -0.0453355 0.00143305   0.136445, -0.0524101 0.00142258   0.141058, -0.0594769 0.00141927   0.145971, -0.0665261 0.00142398   0.151196, -0.0735473 0.00143767   0.156742, -0.0805295 0.00146139    0.16262, -0.0874605 0.00149626    0.16884, -0.0943269 0.00154354   0.175413,   0.102346 0.00367179   0.164161, 
625,  0.0248005 0.00147857   0.107344,  0.0256789 0.00165781   0.106917,  0.0203156 0.00193358   0.109662,  0.0134832 0.00190412   0.111941, 0.00660686 0.00186122   0.114446, -0.000321636   0.00182056      0.11718, -0.00729672  0.00178262    0.120153, -0.0143126 0.00174788   0.123372, -0.0213629 0.00171687   0.126848,  -0.028441 0.00169013   0.130589, -0.0355396  0.0016683   0.134605,  -0.042651 0.00165204   0.138904, -0.0497669  0.0016421   0.143498, -0.0568785 0.00163927   0.148396, -0.0639759 0.00164444   0.153607, -0.0710489 0.00165857   0.159143, -0.0780862 0.00168271   0.165014,  -0.085076 0.00171799   0.171232, -0.0920051 0.00176565   0.177807, -0.0988591 0.00182704   0.184751,   0.103362 0.00388443   0.171897, 
630,  0.0208186 0.00163097   0.112061,  0.0217138 0.00181205   0.111631,  0.0163358 0.00210463   0.114598, 0.00943117 0.00207895   0.117066, 0.00248683 0.00203896   0.119769, -0.00450704  0.00200165    0.122713, -0.0115446 0.00196752   0.125904, -0.0186197 0.00193708   0.129353, -0.0257255  0.0019109   0.133068,  -0.032855 0.00188961    0.13706, -0.0400005 0.00187386   0.141338, -0.0471538 0.00186439   0.145912,  -0.054306 0.00186202   0.150792, -0.0614476 0.00186762   0.155989, -0.0685683 0.00188216   0.161513, -0.0756568 0.00190668   0.167376, -0.0827011 0.00194232   0.173588, -0.0896883 0.00199033   0.180161, -0.0966044 0.00205206   0.187109,  -0.103434 0.00212898   0.194442,   0.104405 0.00411283   0.179873, 
